"District","School","Sample Name","Facility Location ID","Sample Type","Location Description","Date Collected","Result (mg/L)","Unit (mg/L)","Result (PPB)","Unit (PPB)","Qualifier","Reporting Limit","Immediate Response","Permanent Solution","Confirmation Sampling"
"Appoquinimink","Middletown High School","APPO-13-1-MR-DWC-F-12","12","F","First Floor Water Fountain w/Cooler by Men's Restroom","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-MR-WBF-F-13","13","F","First Floor Water Bottle Filler by Men's Restroom","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-MO-CF-F-14","14","F","Main Office Sink Faucet","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-KIT-KF-F-15","15","F","Kitchen Faucet","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5010-DWC-F-18","18","F","Water Fountain w/Cooler by Room 5010","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5032-DWC-F-19","19","F","Water Fountain w/Cooler by Room 5032","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-NO-CF-F-20","20","F","Nurse's Office Sink Faucet","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5041-KF-F-22","22","F","Room 5041 Sink Faucet","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5042-KF-F-24","24","F","Room 5042 Sink Faucet","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5042-KF-F-25","25","F","Room 5042 Sink Faucet","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5042-KF-F-26","26","F","Room 5042 Sink Faucet","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5042-KF-F-27","27","F","Room 5042 Sink Faucet","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-KIT-KF-F-36","36","F","Kitchen Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5042-KF-F-28","28","F","Room 5042 Sink Faucet","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5042-KF-F-29","29","F","Room 5042 Sink Faucet","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5046-DWC-F-30","30","F","Water Fountain w/Cooler by Room 5046","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-5046-DWC-F-31","31","F","Water Fountain w/Cooler by Room 5046","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-GYM-DWC-F-32","32","F","Water Fountain w/Cooler by Gym","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-GYM-DWC-F-33","33","F","Water Fountain w/Cooler by Gym","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-GYM-DWC-F-34","34","F","Water Fountain w/Cooler by Gym","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Middletown High School","APPO-13-1-GYM-DWC-F-35","35","F","Water Fountain w/Cooler by Gym","04/21/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-2-B204-DWC-F-01","1","F","Second Floor Water Fountain w/Cooler by Room B204","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-2-B204-DWC-F-02","2","F","Second Floor Water Fountain w/Cooler by Room B204","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-2-B204-WBF-F-03","3","F","Second Floor Water Bottle Filler by Room B204","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-2-B237-DWC-F-05","5","F","Second Floor Water Fountain w/Cooler by Room B237","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-2-B237-DWC-F-06","6","F","Second Floor Water Fountain w/Cooler by Room B237","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-2-B237-WBF-F-07","7","F","Second Floor Water Bottle Filler by Room B237","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-2-TL-CF-F-08","8","F","Second Floor Teacher's Lounge Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B136-DWC-F-09","9","F","Water Fountain w/Cooler by Room B136","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B136-DWC-F-10","10","F","Water Fountain w/Cooler by Room B136","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B136-WBF-F-11","11","F","Water Bottle Filler by Room B136","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B114-DWC-F-13","13","F","Water Fountain w/Cooler by Room B114","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B114-DWC-F-14","14","F","Water Fountain w/Cooler by Room B114","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B114-WBF-F-15","15","F","Water Bottle Filler by Room B114","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B112-KF-F-16","16","F","Room B112 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B112-KF-F-17","17","F","Room B112 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B112-KF-F-18","18","F","Room B112 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B112-KF-F-19","19","F","Room B112 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B110-KF-F-20","20","F","Room B110 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B110-KF-F-21","21","F","Room B110 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B110-KF-F-22","22","F","Room B110 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B110-KF-F-23","23","F","Room B110 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B110-KF-F-24","24","F","Room B110 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B110-KF-F-25","25","F","Room B110 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B110-KF-F-27","27","F","Room B110 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-B110-KF-F-28","28","F","Room B110 Sink Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-CAFE-DWC-F-29","29","F","Water Fountain w/Cooler Cafeteria","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-CAFE-DWC-F-30","30","F","Water Fountain w/Cooler Cafeteria","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-CAFE-WBF-F-31","31","F","Water Bottle Filler Cafeteria","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-KIT-KF-F-32","32","F","Kitchen Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-KIT-KF-F-33","33","F","Kitchen Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-KIT-KF-F-37","37","F","Kitchen Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-KIT-KF-F-38","38","F","Kitchen Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-KIT-KF-F-39","39","F","Kitchen Faucet","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-D116-DWC-F-40","40","F","Water Fountain w/Cooler by Room D116","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-D116-DWC-F-41","41","F","Water Fountain w/Cooler by Room D116","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-D116-WBF-F-42","42","F","Water Bottle Filler by Room D116","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E117-DWC-F-44","44","F","Water Fountain w/Cooler by Room E117","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E117-DWC-F-45","45","F","Water Fountain w/Cooler by Room E117","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E117-WBF-F-46","46","F","Water Bottle Filler by Room E117","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E117-DWC-F-47","47","F","Water Fountain w/Cooler by Room E117","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E117-DWC-F-48","48","F","Water Fountain w/Cooler by Room E117","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E117-WBF-F-49","49","F","Water Bottle Filler by Room E117","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E117-DWC-F-50","50","F","Water Fountain w/Cooler by Room E117","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E117-DWC-F-51","51","F","Water Fountain w/Cooler by Room E117","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E117-WBF-F-52","52","F","Water Bottle Filler by Room E117","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E122-DWC-F-53","53","F","Water Fountain w/Cooler by Room E122","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E122-DWC-F-54","54","F","Water Fountain w/Cooler by Room E122","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-E122-WBF-F-55","55","F","Water Bottle Filler by Room E122","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-GYM-DWC-F-56","56","F","Water Fountain w/Cooler Gym","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-GYM-DWC-F-57","57","F","Water Fountain w/Cooler Gym","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-GYM-WBF-F-58","58","F","Water Bottle Filler Gym","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-GYM-DWC-F-59","59","F","Water Fountain w/Cooler Gym","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-GYM-DWC-F-60","60","F","Water Fountain w/Cooler Gym","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-GYM-WBF-F-61","61","F","Water Bottle Filler Gym","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-STADIUM-DWC-F-62","62","F","Water Fountain w/Cooler in Stadium","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-STADIUM-DWC-F-63","63","F","Water Fountain w/Cooler in Stadium","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-STADIUM-WBF-F-64","64","F","Water Bottle Filler in Stadium","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-STADIUM-DWC-F-65","65","F","Water Fountain w/Cooler in Stadium","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-STADIUM-DWC-F-66","66","F","Water Fountain w/Cooler in Stadium","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-STADIUM-WBF-F-67","67","F","Water Bottle Filler in Stadium","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-C102-DWC-F-70","70","F","Water Fountain w/Cooler by Room C102","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-C102-DWC-F-71","71","F","Water Fountain w/Cooler by Room C102","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Odessa High School","APPO-14-1-C102-WBF-F-72","72","F","Water Bottle Filler by Room C102","04/20/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-KIT-KF-F-01","1","F","Kitchen Faucet","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-KIT-KF-F-02","2","F","Kitchen Faucet","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-GYM-DWC-F-03","3","F","Water Fountain w/Cooler Gym","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-GYM-DWC-F-04","4","F","Water Fountain w/Cooler Gym","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-163-DW-F-05","5","F","Room 163 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-162-DWC-F-06","6","F","Water Fountain w/Cooler by Room 162","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-CAFE-DWC-F-07","7","F","Water Fountain w/Cooler Cafeteria","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-CAFE-DWC-F-08","8","F","Water Fountain w/Cooler Cafeteria","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-MO-CF-F-09","9","F","Main Office Sink Faucet","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-NO-CF-F-10","10","F","Nurse's Office Sink Faucet","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-132-DWC-F-11","11","F","Water Fountain w/Cooler Room 132","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-130-DW-F-12","12","F","Room 130 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-123-DWC-F-13","13","F","Water Fountain w/Cooler by Room 123","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-123-DWC-F-14","14","F","Water Fountain w/Cooler by Room 123","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-129-DW-F-15","15","F","Room 129 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-127-DW-F-16","16","F","Room 127 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-126-DW-F-17","17","F","Room 126 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-121-DW-F-18","18","F","Room 121 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-119-DW-F-19","19","F","Room 119 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-118-DW-F-20","20","F","Room 118 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-136-DWC-F-21","21","F","Water Fountain w/Cooler by Room 136","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-136-DWC-F-22","22","F","Water Fountain w/Cooler by Room 136","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-156-DW-F-23","23","F","Room 156 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-TL-CF-F-24","24","F","Teacher's Lounge Sink Faucet","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-155-DW-F-25","25","F","Room 155 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-138-DW-F-26","26","F","Room 138 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-140-DW-F-27","27","F","Room 140 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-152-DW-F-28","28","F","Room 152 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-151-DW-F-29","29","F","Room 151 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-148-DW-F-30","30","F","Room 148 Water Fountain","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
"Appoquinimink","Old State Elementary School","APPO-15-1-147-DWC-F-31","31","F","Water Fountain w/Cooler by Room 147","04/18/2023","0.002","mg/L","2","ppb","U","0.002","NA","NA","NA"
